구글,,,,NNP,*,T,구글,*,*,*,*
멤버스,,,,NNP,*,F,멤버스,*,*,*,*
T핀크,,,,NNP,*,F,T핀크,*,*,*,*
통신사,,,-189,NNG+NNG,*,F,통신사,Preanalysis,NNG,NNG,통신/NNG/*+사/NNG/*
적금,,,,NNP,*,T,적금,*,*,*,*
월복리,,,-189,NNG+NNG,*,F,월복리,Preanalysis,NNG,NNG,월/NNG/*+복리/NNG/*
수수료,,,,NNP,*,F,수수료,*,*,*,*
납입,,,,NNP,*,T,납입,*,*,*,*
회차,,,,NNP,*,F,회차,*,*,*,*
영업일,,,,NNP,*,T,영업일,*,*,*,*
한편넣기,,,,NNP,*,F,한편넣기,*,*,*,*
양편넣기,,,,NNP,*,F,양편넣기,*,*,*,*
기부,,,,NNP,*,F,기부,*,*,*,*
철회권,,,,NNP,*,T,철회권,*,*,*,*
당행,,,,NNP,*,T,당행,*,*,*,*
리틀빅,,,,NNP,*,T,리틀빅,*,*,*,*
영업점,,,-999,NNG+NNG,*,T,영업점,Preanalysis,NNG,NNG,영업/NNG/*+점/NNG/*
모임명,,,-999,NNG+NNG,*,T,모임명,Preanalysis,NNG,NNG,모임/NNG/*+명/NNG/*
불입,,,,NNP,*,T,불입,*,*,*,*
노란우산,,,-189,NNG+NNG,*,T,노란우산,Preanalysis,NNG,NNG,노란/NNG/*+우산/NNG/*
금융권,,,,NNP,*,T,금융권,*,*,*,*
손님,,,,NNP,*,T,손님,*,*,*,*
원리금,,,,NNP,*,T,원리금,*,*,*,*
재발급,,,,NNP,*,T,재발급,*,*,*,*
햇살론,,,-189,NNG+NNG,*,T,햇살론,Preanalysis,NNG,NNG,햇살/NNG/*+론/NNG/*
전세론,,,-189,NNG+NNG,*,T,전세론,Preanalysis,NNG,NNG,전세/NNG/*+론/NNG/*
거래,,,,NNP,*,F,거래,*,*,*,*
확인증,,,,NNP,*,T,확인증,*,*,*,*
스케쥴,,,,NNP,*,T,스케쥴,*,*,*,*
하나,,,,NNP,*,F,하나,*,*,*,*
만기,,,,NNP,*,F,만기,*,*,*,*
새희망홀씨,,,,NNP,*,F,새희망홀씨,*,*,*,*
연소득,,,-189,NNG+NNG,*,T,연소득,Preanalysis,NNG,NNG,연/NNG/*+소득/NNG/*
산정,,,,NNP,*,T,산정,*,*,*,*
성과금,,,,NNP,*,T,성과금,*,*,*,*
비과세,,,,NNP,*,F,비과세,*,*,*,*
보금자리론,,,-999,NNG+NNG,*,T,보금자리론,Preanalysis,NNG,NNG,보금자리/NNG/*+론/NNG/*
번호이동,,,,NNP,*,T,번호이동,*,*,*,*
위안화,,,,NNP,*,F,위안화,*,*,*,*
모기지론,,,,NNP,*,T,모기지론,*,*,*,*
자동화기기,,,,NNP,*,F,자동화기기,*,*,*,*
ATM,,,,NNP,*,T,에이티엠,*,*,*,*
연금저축,,,,NNP,*,T,연금저축,*,*,*,*
이체,,,,NNP,*,F,이체,*,*,*,*
달성,,,,NNP,*,T,달성,*,*,*,*
신청,,,,NNP,*,T,신청,*,*,*,*
이자,,,,NNP,*,F,이자,*,*,*,*
사용,,,,NNP,*,T,사용,*,*,*,*
외화,,,,NNP,*,F,외화,*,*,*,*
이용,,,,NNP,*,T,이용,*,*,*,*
단말기,,,,NNP,*,F,단말기,*,*,*,*
이체성,,,,NNP,*,T,이체성,*,*,*,*
사용자,,,,NNP,*,F,사용자,*,*,*,*
미발급자,,,,NNP,*,F,미발급자,*,*,*,*
반납자,,,,NNP,*,F,반납자,*,*,*,*
거치식,,,,NNP,*,T,거치식,*,*,*,*
적립식,,,,NNP,*,T,적립식,*,*,*,*
가입,,,,NNP,*,T,가입,*,*,*,*
요건,,,,NNP,*,T,요건,*,*,*,*
추가,,,,NNP,*,F,추가,*,*,*,*
의대생,,,,NNP,*,T,의대생,*,*,*,*
보관금,,,-189,NNG+NNG,*,T,보관금,Preanalysis,NNG,NNG,보관/NNG/*+금/NNG/*
환매,,,,NNP,*,F,환매,*,*,*,*
타인,,,,NNP,*,T,타인,*,*,*,*
인출,,,,NNP,*,T,인출,*,*,*,*
명의,,,,NNP,*,F,명의,*,*,*,*
금융회사,,,,NNP,*,F,금융회사,*,*,*,*
타행,,,,NNP,*,T,타행,*,*,*,*
타은행,,,,NNP,*,T,타은행,*,*,*,*
인증서,,,,NNP,*,F,인증서,*,*,*,*
e-mail,,,,NNP,*,T,이메일,*,*,*,*
장애인,,,,NNP,*,T,장애인,*,*,*,*
오류코드,,,,NNP,*,F,오류코드,*,*,*,*
개설점,,,,NNP,*,T,개설점,*,*,*,*
타기관,,,,NNP,*,T,타기관,*,*,*,*
적립식,,,,NNP,*,T,적립식,*,*,*,*
개정법,,,,NNP,*,T,개정법,*,*,*,*
공과금,,,,NNP,*,T,공과금,*,*,*,*
상속,,,,NNP,*,T,상속,*,*,*,*
수납기,,,,NNP,*,F,수납기,*,*,*,*
무통장,,,,NNP,*,T,무통장,*,*,*,*
무카드,,,,NNP,*,F,무카드,*,*,*,*
신고증,,,,NNP,*,T,신고증,*,*,*,*
자기앞,,,,NNP,*,T,자기앞,*,*,*,*
해지,,,,NNP,*,F,해지,*,*,*,*
입금,,,,NNP,*,T,입금,*,*,*,*
환가료,,,,NNP,*,F,환가료,*,*,*,*
포멧,,,,NNP,*,T,포멧,*,*,*,*
서류,,,,NNP,*,F,서류,*,*,*,*
지로,,,,NNP,*,F,지로,*,*,*,*
무보증,,,,NNP,*,T,무보증,*,*,*,*
어플,,,,NNP,*,T,어플,*,*,*,*
